web-scraper-order,web-scraper-start-url,movies,
"1525943565-24102","https://bechdeltest.com/?list=all","The Seventh Veil","null"
"1525943565-17073","https://bechdeltest.com/?list=all","The Square","null"
"1525943565-23145","https://bechdeltest.com/?list=all","Time After Time","null"
"1525943565-20180","https://bechdeltest.com/?list=all","Hostel: Part II","null"
"1525943565-16922","https://bechdeltest.com/?list=all","Atomic Blonde","null"
"1525943565-18246","https://bechdeltest.com/?list=all","Jurassic Attack","null"
"1525943565-19547","https://bechdeltest.com/?list=all","Cargo","null"
"1525943565-22779","https://bechdeltest.com/?list=all","Labyrinth","null"
"1525943565-20300","https://bechdeltest.com/?list=all","Vexille","null"
"1525943565-21456","https://bechdeltest.com/?list=all","The Circle","null"
"1525943565-19272","https://bechdeltest.com/?list=all","Green Zone","null"
"1525943565-20257","https://bechdeltest.com/?list=all","Resident Evil: Extinction","null"
"1525943565-24163","https://bechdeltest.com/?list=all","There Was a Father","null"
"1525943565-22894","https://bechdeltest.com/?list=all","Conan the Destroyer","null"
"1525943565-20328","https://bechdeltest.com/?list=all","""Masters of Horror"" Valerie on the Stairs","null"
"1525943565-23403","https://bechdeltest.com/?list=all","McCabe & Mrs. Miller","null"
"1525943565-23747","https://bechdeltest.com/?list=all","Les yeux sans visage","null"
"1525943565-19015","https://bechdeltest.com/?list=all","Mr. Popper's Penguins","null"
"1525943565-21058","https://bechdeltest.com/?list=all","Robot Stories","null"
"1525943565-18896","https://bechdeltest.com/?list=all","Fast Five","null"
"1525943565-24308","https://bechdeltest.com/?list=all","The Lady in Scarlet","null"
"1525943565-19218","https://bechdeltest.com/?list=all","The Crazies","null"
"1525943565-17516","https://bechdeltest.com/?list=all","Joy","null"
"1525943565-20368","https://bechdeltest.com/?list=all","Bordertown","null"
"1525943565-19946","https://bechdeltest.com/?list=all","Kenna","null"
"1525943565-23476","https://bechdeltest.com/?list=all","Barbarella","null"
"1525943565-18141","https://bechdeltest.com/?list=all","The Den","null"
"1525943565-17648","https://bechdeltest.com/?list=all","Tiger House","null"
"1525943565-22942","https://bechdeltest.com/?list=all","Breathless","null"
"1525943565-21095","https://bechdeltest.com/?list=all","25th Hour","null"
"1525943565-17237","https://bechdeltest.com/?list=all","Jason Bourne","null"
"1525943565-23524","https://bechdeltest.com/?list=all","Koroshi no rakuin [Branded to Kill]","null"
"1525943565-23171","https://bechdeltest.com/?list=all","Ringing Bell (Chirin no Suzu)","null"
"1525943565-21333","https://bechdeltest.com/?list=all","Josie and the Pussycats","null"
"1525943565-20850","https://bechdeltest.com/?list=all","Innocence","null"
"1525943565-18174","https://bechdeltest.com/?list=all","Finding Mr. Right","null"
"1525943565-20992","https://bechdeltest.com/?list=all","The Five Obstructions","null"
"1525943565-18473","https://bechdeltest.com/?list=all","The Avengers","null"
"1525943565-19510","https://bechdeltest.com/?list=all","All About Steve","null"
"1525943565-20528","https://bechdeltest.com/?list=all","Southland Tales","null"
"1525943565-23648","https://bechdeltest.com/?list=all","Bye Bye Birdie","null"
"1525943565-23595","https://bechdeltest.com/?list=all","The Pleasure Girls","null"
"1525943565-21953","https://bechdeltest.com/?list=all","Emma","null"
"1525943565-21076","https://bechdeltest.com/?list=all","Stupeur et Tremblements","null"
"1525943565-21727","https://bechdeltest.com/?list=all","Future Sport","null"
"1525943565-22464","https://bechdeltest.com/?list=all","Raise the Red Lantern","null"
"1525943565-23642","https://bechdeltest.com/?list=all","55 Days at Peking","null"
"1525943565-24312","https://bechdeltest.com/?list=all","Naughty Marietta","null"
"1525943565-17928","https://bechdeltest.com/?list=all","Omoide no Mani (When Marnie Was There)","null"
"1525943565-20704","https://bechdeltest.com/?list=all","Red Eye","null"
"1525943565-17505","https://bechdeltest.com/?list=all","Inside Out","null"
"1525943565-21692","https://bechdeltest.com/?list=all","2 seconds","null"
"1525943565-22807","https://bechdeltest.com/?list=all","A Room with a View","null"
"1525943565-21279","https://bechdeltest.com/?list=all","Baran","null"
"1525943565-24546","https://bechdeltest.com/?list=all","Hamlet ( Le Duel d'Hamlet)","null"
"1525943565-17468","https://bechdeltest.com/?list=all","Far From the Madding Crowd","null"
"1525943565-23602","https://bechdeltest.com/?list=all","A shot in the dark","null"
"1525943565-20786","https://bechdeltest.com/?list=all","Being Julia","null"
"1525943565-18936","https://bechdeltest.com/?list=all","Higher Ground","null"
"1525943565-19523","https://bechdeltest.com/?list=all","The Bad Lieutenant: Port of Call - New Orleans","null"
"1525943565-23637","https://bechdeltest.com/?list=all","The Umbrellas of Cherbourg","null"
"1525943565-23014","https://bechdeltest.com/?list=all","Missing","null"
"1525943565-18192","https://bechdeltest.com/?list=all","Geography Club","null"
"1525943565-23760","https://bechdeltest.com/?list=all","Wild River","null"
"1525943565-24210","https://bechdeltest.com/?list=all","Santa Fe Trail","null"
"1525943565-19623","https://bechdeltest.com/?list=all","The Girlfriend Experience","null"
"1525943565-20805","https://bechdeltest.com/?list=all","Corpses","null"
"1525943565-21941","https://bechdeltest.com/?list=all","Broken Arrow","null"
"1525943565-21703","https://bechdeltest.com/?list=all","Batman & Mr. Freeze: SubZero","null"
"1525943565-19172","https://bechdeltest.com/?list=all","Bandage","null"
"1525943565-22016","https://bechdeltest.com/?list=all","Sabrina the Teenage Witch","null"
"1525943565-19396","https://bechdeltest.com/?list=all","Salt","null"
"1525943565-18018","https://bechdeltest.com/?list=all","Unutursam Fısılda","null"
"1525943565-23163","https://bechdeltest.com/?list=all","The Hound of the Baskervilles","null"
"1525943565-18848","https://bechdeltest.com/?list=all","Cafe de Flore","null"
"1525943565-21004","https://bechdeltest.com/?list=all","Hot Wheels: World Race Highway 35","null"
"1525943565-18172","https://bechdeltest.com/?list=all","The Fifth Estate","null"
"1525943565-16906","https://bechdeltest.com/?list=all","When We First Met","null"
"1525943565-17506","https://bechdeltest.com/?list=all","Insidious: Chapter 3","null"
"1525943565-20175","https://bechdeltest.com/?list=all","Halloween","null"
"1525943565-17152","https://bechdeltest.com/?list=all","Captain Fantastic","null"
"1525943565-22768","https://bechdeltest.com/?list=all","From Beyond","null"
"1525943565-17886","https://bechdeltest.com/?list=all","Love Is Strange","null"
"1525943565-23872","https://bechdeltest.com/?list=all","The Wrong Man","null"
"1525943565-22485","https://bechdeltest.com/?list=all","Air America","null"
"1525943565-22660","https://bechdeltest.com/?list=all","Pumpkinhead","null"
"1525943565-24523","https://bechdeltest.com/?list=all","The Scheming Gambler's Paradise","null"
"1525943565-17927","https://bechdeltest.com/?list=all","Oculus","null"
"1525943565-20886","https://bechdeltest.com/?list=all","One Point O","null"
"1525943565-24381","https://bechdeltest.com/?list=all","The Last Flight","null"
"1525943565-21806","https://bechdeltest.com/?list=all","Tomorrow Night","null"
"1525943565-21112","https://bechdeltest.com/?list=all","Austin Powers in Goldmember","null"
"1525943565-20523","https://bechdeltest.com/?list=all","Silent Hill","null"
"1525943565-23507","https://bechdeltest.com/?list=all","Barefoot in the Park","null"
"1525943565-23638","https://bechdeltest.com/?list=all","The Unsinkable Molly Brown","null"
"1525943565-17823","https://bechdeltest.com/?list=all","Hits","null"
"1525943565-20495","https://bechdeltest.com/?list=all","Penelope","null"
"1525943565-19962","https://bechdeltest.com/?list=all","Marley & Me","null"
"1525943565-23339","https://bechdeltest.com/?list=all","Turkish Delight","null"
"1525943565-18733","https://bechdeltest.com/?list=all","Starlet","null"
"1525943565-22984","https://bechdeltest.com/?list=all","Blade Runner","null"
"1525943565-24214","https://bechdeltest.com/?list=all","The Thief of Bagdad","null"
"1525943565-21068","https://bechdeltest.com/?list=all","Shattered Glass","null"
"1525943565-23341","https://bechdeltest.com/?list=all","World on a Wire","null"
"1525943565-24057","https://bechdeltest.com/?list=all","Gunfighters","null"
"1525943565-19205","https://bechdeltest.com/?list=all","Chico & Rita","null"
"1525943565-19118","https://bechdeltest.com/?list=all","W.E.","null"
"1525943565-20867","https://bechdeltest.com/?list=all","Meet the Fockers","null"
"1525943565-22962","https://bechdeltest.com/?list=all","Mickey's Christmas Carol","null"
"1525943565-18762","https://bechdeltest.com/?list=all","Travelling Salesman","null"
"1525943565-24193","https://bechdeltest.com/?list=all","Comrade X","null"
"1525943565-23955","https://bechdeltest.com/?list=all","Shane","null"
"1525943565-21262","https://bechdeltest.com/?list=all","Ying xiong (Hero)","null"
"1525943565-21934","https://bechdeltest.com/?list=all","Beautiful Thing","null"
"1525943565-18212","https://bechdeltest.com/?list=all","The Heat","null"
"1525943565-19346","https://bechdeltest.com/?list=all","Monsters","null"
"1525943565-17798","https://bechdeltest.com/?list=all","Fury","null"
"1525943565-22127","https://bechdeltest.com/?list=all","Safe","null"
"1525943565-20098","https://bechdeltest.com/?list=all","Ballet Shoes","null"
"1525943565-22052","https://bechdeltest.com/?list=all","Assassins","null"
"1525943565-21875","https://bechdeltest.com/?list=all","I Think I Do","null"
"1525943565-19840","https://bechdeltest.com/?list=all","Bedtime Stories","null"
"1525943565-23108","https://bechdeltest.com/?list=all","Resurrection","null"
"1525943565-22221","https://bechdeltest.com/?list=all","The Road to Wellville","null"
"1525943565-22214","https://bechdeltest.com/?list=all","Police Academy: Mission to Moscow","null"
"1525943565-24447","https://bechdeltest.com/?list=all","The Gold Rush","null"
"1525943565-21498","https://bechdeltest.com/?list=all","La fidelite","null"
"1525943565-20388","https://bechdeltest.com/?list=all","The Da Vinci Code","null"
"1525943565-23146","https://bechdeltest.com/?list=all","Tourist Trap","null"
"1525943565-22001","https://bechdeltest.com/?list=all","Michael","null"
"1525943565-18719","https://bechdeltest.com/?list=all","Silent Hill: Revelation 3D","null"
"1525943565-18149","https://bechdeltest.com/?list=all","Dragon Ball Z: Battle of Gods","null"
"1525943565-19515","https://bechdeltest.com/?list=all","Antichrist","null"
"1525943565-17808","https://bechdeltest.com/?list=all","Golden Era","null"
"1525943565-17403","https://bechdeltest.com/?list=all","Avril et le monde truque","null"
"1525943565-22663","https://bechdeltest.com/?list=all","Rock 'n' Roll Mom","null"
"1525943565-21467","https://bechdeltest.com/?list=all","Eeny Meeny","null"
"1525943565-18679","https://bechdeltest.com/?list=all","The Pirates! Band of Misfits","null"
"1525943565-23877","https://bechdeltest.com/?list=all","Diabolique","null"
"1525943565-20097","https://bechdeltest.com/?list=all","The Bad Mother's Handbook","null"
"1525943565-20581","https://bechdeltest.com/?list=all","Bewitched","null"
"1525943565-24157","https://bechdeltest.com/?list=all","Now, Voyager","null"
"1525943565-23047","https://bechdeltest.com/?list=all","Friday the 13th Part 2","null"
"1525943565-20914","https://bechdeltest.com/?list=all","Shimotsuma monogatari (Kamikaze Girls)","null"
"1525943565-16990","https://bechdeltest.com/?list=all","Home Again","null"
"1525943565-19821","https://bechdeltest.com/?list=all","27 Dresses","null"
"1525943565-20456","https://bechdeltest.com/?list=all","Last Holiday","null"
"1525943565-21327","https://bechdeltest.com/?list=all","Impostor","null"
"1525943565-23709","https://bechdeltest.com/?list=all","Accattone","null"
"1525943565-20034","https://bechdeltest.com/?list=all","Starship Troopers 3: Marauder","null"
"1525943565-18132","https://bechdeltest.com/?list=all","Crystal Fairy & the Magical Cactus and 2012","null"
"1525943565-18353","https://bechdeltest.com/?list=all","Remember Sunday","null"
"1525943565-19797","https://bechdeltest.com/?list=all","Veronika Decides to Die","null"
"1525943565-23531","https://bechdeltest.com/?list=all","Son of Godzilla","null"
"1525943565-19392","https://bechdeltest.com/?list=all","The Romantics","null"
"1525943565-20322","https://bechdeltest.com/?list=all","""Masters of Horror"" Pelts","null"
"1525943565-23248","https://bechdeltest.com/?list=all","Dolemite","null"
"1525943565-17274","https://bechdeltest.com/?list=all","Mike and Dave Need Wedding Dates","null"
"1525943565-19377","https://bechdeltest.com/?list=all","Prince of Persia: The Sands of Time","null"
"1525943565-23561","https://bechdeltest.com/?list=all","The Group","null"
"1525943565-22306","https://bechdeltest.com/?list=all","Poetic Justice","null"
"1525943565-23809","https://bechdeltest.com/?list=all","Teacher's Pet","null"
"1525943565-22171","https://bechdeltest.com/?list=all","Dumb & Dumber","null"
"1525943565-23506","https://bechdeltest.com/?list=all","Asterix the Gaul (Asterix le Gaulois)","null"
"1525943565-22621","https://bechdeltest.com/?list=all","The Adventures of Baron Munchausen","null"
"1525943565-24183","https://bechdeltest.com/?list=all","Sullivan's Travels","null"
"1525943565-16966","https://bechdeltest.com/?list=all","Downsizing","null"
"1525943565-20159","https://bechdeltest.com/?list=all","Fat Like Me","null"
"1525943565-18965","https://bechdeltest.com/?list=all","Joe and Belle","null"
"1525943565-21283","https://bechdeltest.com/?list=all","Blow","null"
"1525943565-23546","https://bechdeltest.com/?list=all","Blow-Up","null"
"1525943565-24169","https://bechdeltest.com/?list=all","Citizen Kane","null"
"1525943565-23202","https://bechdeltest.com/?list=all","Martin","null"
"1525943565-22672","https://bechdeltest.com/?list=all","Twins","null"
"1525943565-20829","https://bechdeltest.com/?list=all","Ghost Cat","null"
"1525943565-18365","https://bechdeltest.com/?list=all","Saving Mr. Banks","null"
"1525943565-17807","https://bechdeltest.com/?list=all","Godzilla","null"
"1525943565-21182","https://bechdeltest.com/?list=all","Low-Flying Aircraft","null"
"1525943565-17767","https://bechdeltest.com/?list=all","Divergent","null"
"1525943565-22005","https://bechdeltest.com/?list=all","Mr. Wrong","null"
"1525943565-19329","https://bechdeltest.com/?list=all","London Boulevard","null"
"1525943565-19479","https://bechdeltest.com/?list=all","YellowBrickRoad","null"
"1525943565-22855","https://bechdeltest.com/?list=all","Police Academy 2: Their First Assignment","null"
"1525943565-21922","https://bechdeltest.com/?list=all","Volcano","null"
"1525943565-21635","https://bechdeltest.com/?list=all","Magnolia","null"
"1525943565-17681","https://bechdeltest.com/?list=all","'71","null"
"1525943565-18921","https://bechdeltest.com/?list=all","Green Lantern","null"
"1525943565-17805","https://bechdeltest.com/?list=all","God's Not Dead","null"
"1525943565-22699","https://bechdeltest.com/?list=all","Dragnet","null"
